Build Title,CPU_component_name,CPU_Core_Count,CPU_Performance_Core_Clock,CPU_Socket,CPU Cooler_component_name,CPU Cooler_Water_Cooled,CPU Cooler_Radiator_Size_mm,CPU Cooler_Noise_Level,Case_component_name,Case_Type,Case_Height_mm,Case_Width_mm,Case_Depth_mm,Case_ATX,Case_Mini ITX,Memory_component_name,Memory_Speed,Memory_Form_Factor,Memory_Modules,Motherboard_component_name,Motherboard_Chipset,Motherboard_Form_Factor,Motherboard_Memory_Speed,Power Supply_component_name,Power Supply_Wattage,Power Supply_Efficiency_Rating,Power Supply_Modular,Storage_component_name,Storage_Capacity,Storage_Form_Factor,Storage_NVME,Video Card_component_name,Video Card_Chipset,Video Card_Memory,Video Card_TDP
Ship Of Thesius,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Unknown,Unknown,Unknown,Unknown,Montech XR ATX Mid Tower,ATX Mid Tower,435.0,230.0,450.0,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,MSI PRO B650-S WIFI ATX AM5,AMD B650,ATX,6000,Unknown,0,Unknown,Unknown,Samsung 970 Evo Plus 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,MSI GAMING X TRIO GeForce RTX 3080 Ti 12 GB,GeForce RTX 3080 Ti,12,350
Ship of Theseus 2025 AMD Build,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool 207 ATX Mid Tower,ATX Mid Tower,455.6,219.0,456.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B650M Pro RS WiFi Micro ATX AM5,AMD B650,Micro ATX,6200,FSP Group Hydro G PRO ATX3.0(PCIe5.0) 1000 W 80+ Gold Certified Fully Modular ATX,1000,80+ Gold,Fully Modular,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
SiGGaSpeed v1,Intel Core i7-14700K 3.4 GHz 20-Core,20,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,NZXT H9 Flow ATX Mid Tower,ATX Mid Tower,466.0,290.0,495.0,1,1,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6800 CL34,6800,DDR5,2 x 32GB,MSI MAG Z790 TOMAHAWK MAX WIFI ATX LGA1700,Intel Z790,ATX,7800,MSI MAG A850GL PCIE5 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
Silent black box - no rgb build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Thermalright Phantom Spirit 66.17 CFM,False,0.0,25.6,Lian Li A3-mATX MicroATX Mini Tower,MicroATX Mini Tower,443.0,194.0,306.0,0,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus TUF GAMING B650M-E WIFI Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
Silver Wolf Touch,AMD Ryzen 9 7950X3D 4.2 GHz 16-Core,16,4200,AM5,Asus ROG Ryujin III 70.07 CFM Liquid,True,360.0,36.45,HYTE Y70 Touch Infinite ATX Mid Tower,ATX Mid Tower,470.0,320.0,470.0,1,1,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6400 CL32,6400,DDR5,2 x 32GB,Asus ROG CROSSHAIR X670E HERO ATX AM5,AMD X670E,ATX,6400,Asus ROG LOKI 1200 W 80+ Titanium Certified Fully Modular SFX,1200,80+ Titanium,Fully Modular,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7900 XTX,24,355
Sim Rig,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Noctua NH-L12 Ghost S1 37.8 CFM,False,0.0,15.350000000000001,Asus Prime AP201 MicroATX Mini Tower,MicroATX Mini Tower,350.0,205.0,460.0,0,1,Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,MSI PRO B650M-A WIFI Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Asus TUF GAMING OC GeForce RTX 3070 8 GB,GeForce RTX 3070,8,220
Skylake i5 Budget Build,Intel Core i5-6400 2.7 GHz Quad-Core OEM/Tray,4,2700,LGA1151,Intel E97379-001,False,0.0,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance LPX 8 GB (2 x 4 GB) DDR4-2666 CL16,2666,DDR4,2 x 4GB,Gigabyte GA-B250M-DS3H Micro ATX LGA1151,Intel B250,Micro ATX,2400,ARESGAME AGV 500 W 80+ Bronze Certified ATX,500,80+ Bronze,Non Modular,TEAMGROUP MS30 256 GB M.2-2280 SATA SSD,256,M.2-2280,False,Unknown,GeForce GTX 950,2,90
Sleek Black Build (Budget),AMD Ryzen 5 3600 3.6 GHz 6-Core,6,3600,AM4,Thermalright Assassin X Refined SE RGB 66.17 CFM,False,0.0,25.6,DIYPC ARGB-Q3 V2 MicroATX Mini Tower,MicroATX Mini Tower,385.0,275.0,365.0,0,1,Silicon Power GAMING 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Gigabyte B550M DS3H AC Micro ATX AM4,AMD B550,Micro ATX,4733,Apevia Prestige 600 W 80+ Gold Certified ATX,600,80+ Gold,Non Modular,Kingston NV2 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 6650 XT,8,180
Sloppy Secondhand,AMD Ryzen 7 5800X 3.8 GHz 8-Core,8,3800,AM4,Unknown,Unknown,Unknown,Unknown,Cooler Master MasterBox NR200 Mini ITX Desktop,Mini ITX Desktop,376.0,185.0,292.0,0,1,Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-3000 CL16,3000,DDR4,2 x 32GB,Asus ROG STRIX B550-I GAMING Mini ITX AM4,AMD B550,Mini ITX,5100,Asus ROG LOKI 1000 W 80+ Platinum Certified Fully Modular SFX,1000,80+ Platinum,Fully Modular,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 3090 Ti,24,480
Smallest Possible Mid-ATX Build with Large Parts,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Jonsbo D41 Mesh ATX Mid Tower,ATX Mid Tower,440.0,205.0,392.0,1,0,G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,ASRock B850 Pro RS ATX AM5,AMD B850,ATX,8000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Radeon RX 7900 XT,20,300
Smithflipout PC,Intel Core i9-10900K 3.7 GHz 10-Core,10,3700,LGA1200,Noctua NH-D15 82.5 CFM,False,0.0,21.9,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,Asus ROG STRIX Z490-E GAMING ATX LGA1200,Intel Z490,ATX,4600,Unknown,Unknown,Unknown,Unknown,"PNY CS1311 240 GB 2.5"" SSD",240,"2.5""",False,Unknown,GeForce GTX 1080,8,180
Snow,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,NZXT H9 Flow ATX Mid Tower,ATX Mid Tower,466.0,290.0,495.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,NZXT N7 B650E ATX AM5,AMD B650E,ATX,6000,Lian Li EDGE 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
Snow Build,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Thermalright Aqua Elite V3 66.17 CFM Liquid,True,360.0,25.6,Lian Li O11 Vision ATX Mid Tower,ATX Mid Tower,480.0,304.0,464.5,1,1,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Gigabyte X670E AORUS PRO X ATX AM5,AMD X670E,ATX,8000,ADATA XPG Core Reactor II 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,MSI SPATIUM M480 PRO 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
Snow Red,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li O11 Air Mini ATX Mid Tower,ATX Mid Tower,400.0,288.0,384.0,1,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-5600 CL40,5600,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ATX AM5,AMD B650,ATX,6600,Unknown,Unknown,Unknown,Unknown,Crucial P5 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Sapphire PURE Radeon RX 7800 XT 16 GB,Radeon RX 7800 XT,16,270
Snowfall - Ryzen 7800X3D - Radeon 7900GRE,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,HYTE Y40 ATX Mid Tower,ATX Mid Tower,472.0,240.0,439.0,1,1,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ICE ATX AM5,AMD B650,ATX,8000,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7900 GRE,16,275
Snowy Toaster,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5600 CL36,5600,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ICE ATX AM5,AMD B650,ATX,8000,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4070,12,200
Snug Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Noctua NH-D15 G2 91.58 CFM,False,0.0,24.8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Gigabyte X870I AORUS PRO ICE Mini ITX AM5,AMD X870,Mini ITX,8400,Unknown,Unknown,Unknown,Unknown,Patriot P300 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
So far so good,Intel Core i5-13400F 2.5 GHz 10-Core,10,2500,LGA1700,Unknown,Unknown,Unknown,Unknown,BGears b-Pellucid MicroATX Mini Tower,MicroATX Mini Tower,350.0,279.0,375.0,0,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5600 CL36,5600,DDR5,2 x 16GB,Asus ROG STRIX B760-I GAMING WIFI Mini ITX LGA1700,Intel B760,Mini ITX,7600,Unknown,Unknown,Unknown,Unknown,Western Digital Black SN750 SE 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,EVGA XC GAMING GeForce RTX 3060 Ti 8 GB,GeForce RTX 3060 Ti,8,200
Some Final Upgrades,Intel Core i5-14600K 3.5 GHz 14-Core,14,3500,LGA1700,Deepcool AK400 DIGITAL 68.99 CFM,False,0.0,28.0,Lian Li LANCOOL 205M MESH MicroATX Mini Tower,MicroATX Mini Tower,402.5,210.0,400.0,0,1,G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,MSI PRO B760M-E DDR4 Micro ATX LGA1700,Intel B760,Micro ATX,4800,Unknown,Unknown,Unknown,Unknown,ADATA Legend 800 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Gigabyte GAMING OC GeForce RTX 3070 8 GB,GeForce RTX 3070,8,220
Soundwave AMD,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Thermalright Aqua Elite V3 66.17 CFM Liquid,True,240.0,25.6,Montech XR ATX Mid Tower,ATX Mid Tower,435.0,230.0,450.0,1,1,Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus TUF GAMING B650-E WIFI ATX AM5,AMD B650,ATX,8000,Unknown,Unknown,Unknown,Unknown,ADATA LEGEND 860 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Sapphire PULSE Radeon RX 7800 XT 16 GB,Radeon RX 7800 XT,16,266
Space Computer,Intel Core i9-14900K 3.2 GHz 24-Core,24,3200,LGA1700,Unknown,Unknown,Unknown,Unknown,Fractal Design North XL ATX Full Tower,ATX Full Tower,503.0,240.0,509.0,1,1,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6400 CL32,6400,DDR5,2 x 32GB,Asus PRIME Z790-A WIFI ATX LGA1700,Intel Z790,ATX,7200,be quiet! Straight Power 12 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Samsung 990 Pro w/Heatsink 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
Space Heater,Intel Core i9-13900K 3 GHz 24-Core,24,3000,LGA1700,MSI MAG CORELIQUID 360R V2 78.73 CFM Liquid,True,360.0,24.299999999999997,Cooler Master Cosmos C700M ATX Full Tower,ATX Full Tower,0.0,0.0,0.0,1,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI MPG Z790 EDGE WIFI ATX LGA1700,Intel Z790,ATX,7200,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
Space Pod Tower 300 Hydrangea Blue,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,MSI B650M PROJECT ZERO Micro ATX AM5,AMD B650,Micro ATX,7600,Thermaltake Toughpower GF A3 - TT Premium Edition 1050 W 80+ Gold Certified Fully Modular ATX,1050,80+ Gold,Fully Modular,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
Spare Parts Cooler Master,Intel Core i5-10600KF 4.1 GHz 6-Core,6,4100,LGA1200,Unknown,Unknown,Unknown,Unknown,Cooler Master MasterBox MB320L ARGB MicroATX Mini Tower,MicroATX Mini Tower,435.5,217.5,410.0,0,1,Patriot Signature Line 16 GB (2 x 8 GB) DDR4-2400 CL17,2400,DDR4,2 x 8GB,Gigabyte B460M AORUS PRO Micro ATX LGA1200,Intel B460,Micro ATX,2933,Chieftec GPS-600A8 600 W 80+ Certified ATX,600,80+,Non Modular,Lexar NM620 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,512,M.2-2280,True,Unknown,GeForce GTX 1050,2,75
Spare Parts Pc Build,Intel Core i7-7700 3.6 GHz Quad-Core,4,3600,LGA1151,Unknown,Unknown,Unknown,Unknown,Thermaltake View 170 ARGB MicroATX Mini Tower,MicroATX Mini Tower,377.0,212.0,438.0,0,1,TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,MSI B250M PRO-VD Micro ATX LGA1151,Intel B250,Micro ATX,2400,FSP Group HEXA 85+ PRO 350 W 80+ Bronze Certified ATX,350,80+ Bronze,Non Modular,"Western Digital Blue 500 GB 2.5"" SSD",500,"2.5""",False,Unknown,Radeon RX 5500 XT,4,130
Spares & Budget parts Bazzite Box,Intel Core i7-7700 3.6 GHz Quad-Core,4,3600,LGA1151,Unknown,Unknown,Unknown,Unknown,Fractal Design Era 2 Mini ITX Tower,Mini ITX Tower,366.0,165.0,314.0,0,1,TEAMGROUP Elite 16 GB (2 x 8 GB) DDR4-2400 CL16,2400,DDR4,2 x 8GB,ASRock Fatal1ty Z170 Gaming-ITX/ac Mini ITX LGA1151,Intel Z170,Mini ITX,4000,Unknown,Unknown,Unknown,Unknown,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7600,8,165
Spectra - 5070 + 9800X3D Build (w PassMark Rating),AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li O11 VISION COMPACT ATX Mid Tower,ATX Mid Tower,447.5,287.5,446.4,1,1,G.Skill Trident Z5 Royal Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL28,6000,DDR5,2 x 16GB,MSI MAG X870 TOMAHAWK WIFI ATX AM5,AMD X870,ATX,8400,Unknown,0,Unknown,Unknown,Samsung 970 Evo 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Unknown,GeForce RTX 5070,12,250
Spending Problem,Intel Core i9-14900KS 3.2 GHz 24-Core,24,3200,LGA1700,Unknown,Unknown,Unknown,Unknown,Thermaltake Level 20 XT ATX Desktop,ATX Desktop,515.0,394.0,623.0,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-8000 CL38,8000,DDR5,2 x 16GB,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Samsung 990 Pro 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 4090,24,450
Statiic - 7800x3D/RTX 4070 Ti Super Gaming PC w/ Incredible Deals on Used Parts,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,HYTE Y40 ATX Mid Tower,ATX Mid Tower,472.0,240.0,439.0,1,1,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B650 AORUS ELITE AX ATX AM5,AMD B650,ATX,6600,Super Flower Leadex Platinum SE 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Western Digital WD_Black SN850X 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
Stealth,AMD Ryzen 7 5700 3.7 GHz 8-Core,8,3700,AM4,Unknown,Unknown,Unknown,Unknown,Jonsbo D31 MESH MicroATX Mini Tower,MicroATX Mini Tower,440.0,205.0,347.5,0,1,Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,Unknown,Unknown,Unknown,Unknown,be quiet! Pure Power 11 CM 500 W 80+ Gold Certified Semi-modular ATX,500,80+ Gold,Semi Modular,"Western Digital Blue 500 GB 2.5"" SSD",500,"2.5""",False,Sapphire PULSE Radeon RX 6700 XT 12 GB,Radeon RX 6700 XT,12,230
Stormtrooper,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,be quiet! Light Loop Liquid,True,360.0,27.0,be quiet! Light Base 600 DX ATX Mid Tower,ATX Mid Tower,450.0,305.0,435.0,1,1,Kingston FURY Beast 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Asus ROG STRIX B850-A GAMING WIFI ATX AM5,AMD B850,ATX,8000,be quiet! Dark Power 13 850 W 80+ Titanium Certified Fully Modular ATX,850,80+ Titanium,Fully Modular,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Asus ROG STRIX GAMING OC GeForce RTX 3080 12GB LHR 12 GB,GeForce RTX 3080 12GB LHR,12,350
Strawberry milk,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,HYTE Y70 ATX Mid Tower,ATX Mid Tower,470.0,320.0,470.0,1,1,TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B850 AORUS ELITE WIFI7 ICE ATX AM5,AMD B850,ATX,8200,Lian Li EDGE GOLD 1200 W 80+ Gold Certified Fully Modular ATX,1200,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
Summer,AMD Ryzen 5 5500 3.6 GHz 6-Core,6,3600,AM4,Unknown,Unknown,Unknown,Unknown,BitFenix Nova Mesh SE ATX Mid Tower,ATX Mid Tower,380.0,211.0,450.0,1,1,TEAMGROUP Vulcan Z 16 GB (2 x 8 GB) DDR4-3600 CL18,3600,DDR4,2 x 8GB,Unknown,Unknown,Unknown,Unknown,PowerSpec PS 750BSM 750 W 80+ Bronze Certified Semi-modular ATX,750,80+ Bronze,Semi Modular,Inland TN320 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Gigabyte GAMING OC Radeon RX 5500 XT 4 GB,Radeon RX 5500 XT,4,130
Sweet PC Bro,AMD Ryzen 5 4600G 3.7 GHz 6-Core,6,3700,AM4,Unknown,Unknown,Unknown,Unknown,Corsair 4000D Airflow ATX Mid Tower,ATX Mid Tower,453.0,230.0,466.0,1,1,Crucial Ballistix 32 GB (2 x 16 GB) DDR4-3600 CL16,3600,DDR4,2 x 16GB,MSI MAG B550 TOMAHAWK ATX AM4,AMD B550,ATX,4866,Unknown,0,Unknown,Unknown,Samsung 980 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Asus STRIX GAMING GeForce GTX 1660 SUPER 6 GB,GeForce GTX 1660 SUPER,6,125
THE BUILD,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Thermaltake S100 Snow Edition MicroATX Mini Tower,MicroATX Mini Tower,0.0,0.0,0.0,0,1,Silicon Power XPOWER Pulse Gaming 16 GB (1 x 16 GB) DDR5-6000 CL30,6000,DDR5,1 x 16GB,ASRock B650M Pro RS WiFi Micro ATX AM5,AMD B650,Micro ATX,6200,be quiet! Pure Power 12 M 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,TEAMGROUP MP44L 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Arc B580,12,190
THE FEAR TURKEY PT 2,AMD Ryzen 9 9950X3D 4.3 GHz 16-Core,16,4300,AM5,Unknown,Unknown,Unknown,Unknown,Thermaltake Core V21 MicroATX Mini Tower,MicroATX Mini Tower,424.0,320.0,336.0,0,1,G.Skill Ripjaws S5 96 GB (2 x 48 GB) DDR5-6400 CL32,6400,DDR5,2 x 48GB,Asus TUF GAMING B850M-PLUS WIFI Micro ATX AM5,AMD B850,Micro ATX,8000,SeaSonic Focus GX V4 ATX 3 (2024) 1000 W 80+ Gold Certified Fully Modular ATX,1000,80+ Gold,Fully Modular,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
TUF 2025,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Asus TUF Gaming LC II ARGB 67 CFM Liquid,True,360.0,29.0,Asus TUF Gaming GT502 ATX Mid Tower,ATX Mid Tower,446.0,285.0,450.0,1,1,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB (2 x 16 GB) DDR5-6000 CL38,6000,DDR5,2 x 16GB,Asus TUF GAMING X670E-PLUS WIFI ATX AM5,AMD X670E,ATX,6400,Unknown,0,Unknown,Unknown,TEAMGROUP MP44L 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
TUF King,AMD Ryzen 9 5900X 3.7 GHz 12-Core,12,3700,AM4,Asus TUF Gaming LC II ARGB 67 CFM Liquid,True,360.0,29.0,Asus TUF Gaming GT501 ATX Mid Tower,ATX Mid Tower,545.0,251.0,552.0,1,1,Klevv CRAS X RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Samsung 990 Pro w/Heatsink 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,Radeon RX 7900 XTX,24,355
TUF STUFF.,AMD Ryzen 7 2700 3.2 GHz 8-Core,8,3200,AM4,Noctua NH-L9x65 33.84 CFM,False,0.0,19.200000000000003,Silverstone FARA H1M MicroATX Mini Tower,MicroATX Mini Tower,366.0,210.0,392.0,0,1,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Patriot Viper VPN110 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,512,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
TacoTank,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Fractal Design Focus 2 ATX Mid Tower,ATX Mid Tower,472.0,215.0,451.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Unknown,Unknown,Unknown,Unknown,Thermaltake Toughpower GF1 (2024) 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,"TEAMGROUP CX2 1 TB 2.5"" SSD",1000,"2.5""",False,Sapphire 21330-01-20G Radeon RX 7800 XT 16 GB,Radeon RX 7800 XT,16,263
